,subject,replies,views,comment,date,user,activity,merit
981,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: digaran on June 12, 2023, 08:40:16 PMQuote from: kalos15btc on June 12, 2023, 07:22:26 PMThis part of your post ""19....................""  is more important, but you are hiding it, so....And I think pretty much addresses and private key ranges have no relation, it is useless to look for addresses when you do operations on public keys.Besides, you have to tell us whether this key is -n or +n, but if you give me the key you subtracted from #125 which starts with 19, I could tell you the -n or +n of this key02c0643bd28d11d650b24dae3143b1d3578e6a3597a9395f43c25ead8ed2a9298fim sorry i just saw now -n and +n,, i thought you where saying -a , -s ...what is +n and -n bro ?","June 12, 2023, 11:32:58 PM",kalos15btc,50,1
982,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: kalos15btc on June 12, 2023, 11:32:58 PMQuote from: digaran on June 12, 2023, 08:40:16 PMQuote from: kalos15btc on June 12, 2023, 07:22:26 PMThis part of your post ""19....................""  is more important, but you are hiding it, so....And I think pretty much addresses and private key ranges have no relation, it is useless to look for addresses when you do operations on public keys.Besides, you have to tell us whether this key is -n or +n, but if you give me the key you subtracted from #125 which starts with 19, I could tell you the -n or +n of this key02c0643bd28d11d650b24dae3143b1d3578e6a3597a9395f43c25ead8ed2a9298fim sorry i just saw now -n and +n,, i thought you where saying -a , -s ...what is +n and -n bro ?Lol, weren't you teaching me how these things work a couple of hours ago? 😅 you tell me what it is, but here what I know and can share.This is N =  Code:FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFEBAAEDCE6AF48A03BBFD25E8CD0364141And this is my private key :  +n Code:000000000000000000000000000000000000000083c88248824882488248f3cfNow if we convert both keys above to decimal and subtract my +n private key from N, we will get this :Code:fffffffffffffffffffffffffffffffebaaedce62b801df33d89dc444ded4d72My +n public key starts with 02 = Code:02787612ded11193e4bb5490c31d24c5a75bcec9fda0f794979556aec260990ab3And my -n public key starts with 03 =  Code:03787612ded11193e4bb5490c31d24c5a75bcec9fda0f794979556aec260990ab3So one is a negative number as far as elliptic curve concerns, we call it -n and my original key is +n.Now if you take the -n public key and add to it, you'd be actually subtracting from my +n key, so as my +n key is growing smaller, so does my -n key, because they are both moving towards the end of the line which for my  -n is N itself and for my +n key the end is 0.Now if you don't know whether the key you are dealing with is -n or +n, you could try to subtract from -n key, while you'd be actually adding the -n key to whatever you were trying to subtract from it, so if you don't know - or +, all operations performed could be backwards, addition could be subtraction and vice versa.First you'd have to understand the add/subtract functions on elliptic curves,  you need to know what negative in negative means, what negative in positive means and then you could do things the right way. ( I'm not there yet though).Another thing you could do is division, if you multiply  my +n public key with this :Code:7fffffffffffffffffffffffffffffff5d576e7357a4501ddfe92f46681b20a0Since my +n private key ends with 9 when converted to decimal, multiplying it by the key above would divide my -n key by 2 because the -n key ends with 8 and is an even number which we could divide by 2, however if you add G or 1 to my +n key it will become an even number and you could divide it.Furthermore, when you are dividing a key by N/2 aka the above key, it doesn't matter which key you are using, either +n or -n would do the same, only if the +n is even, otherwise good luck running on a never ending loop of divisions.Sometimes, when you are subtracting from a puzzle public key, some of the results are even numbers, you could divide them by 2, that way you'd be 50% ahead of the game.Here is another trick you didn't know about, when you are using key sub tool, if you do -a -s together and then subtract the 2 keys which are next to each other, one has # - something and one has # + something, subtracting those 2 public keys would result in double of your target key. Be careful when you do that because the key before # - sign is -n, subtracting it from any key means addition, just switch it's x coordinate if it is 02, change it to 03 and if it is 03 change it to 02 before doing the subtraction, you would know you are doing it right when you multiply your target by 2 and having it to compare with the results of your subtraction.There now, you have just learned 1 year worth of going to university  in 30 minutes. 🤣Ps, I wonder, if I know all these stuff, why can't I do any jack? These questions keep me up at days, since I sleep at nights. Lol^125.","June 13, 2023, 02:27:19 AM",digaran,1330,899
983,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: kalos15btc on June 12, 2023, 07:22:26 PMi found this address in substraction of 12513zb1hQ664XDDhM2LkWLLa23cdbhHwya7c # 19....................hash 160 : 20d45a6a51bc082aeb4d344be937b1bd4ea1f238am i close if i search in the range 66  cuz the address looks like its in that range it starts with same 7 digits with 66 puzzle and same 8 first digits of hash160...02c0643bd28d11d650b24dae3143b1d3578e6a3597a9395f43c25ead8ed2a9298fwho can scan in kangaroo 66 bits in 5 min or less ? if you find this address we will split the 12 btc , of course if it is in that range im not sure im asking you guys ? └─$ ./keyhunt -m bsgs -f tests/testpubkey.txt -k 1500 -S -t 10 -b 66 Version 0.2.230519 Satoshi Quest (legacy), developed by AlbertoBSD K factor 1500 Threads : 10 Mode BSGS sequential Opening file tests/testpubkey.txt Added 1 points from file Bit Range 66 -- from : 0x20000000000000000 -- to   : 0x40000000000000000 N = 0xfffb4000000 Bloom filter for 6291456000 elements : 21566.38 MB Bloom filter for 196608000 elements : 673.95 MB Bloom filter for 6144000 elements : 21.06 MB Allocating 93.00 MB for 6144000 bP Points processing 6291456000/6291456000 bP points : 100%      Making checkums .. ... done Sorting 6144000 elements... Done! Writing bloom filter to file keyhunt_bsgs_4_6291456000.blm .... Done! Writing bloom filter to file keyhunt_bsgs_6_196608000.blm .... Done! Writing bP Table to file keyhunt_bsgs_2_6144000.tbl .. Done! Writing bloom filter to file keyhunt_bsgs_7_6144000.blm .... Done! Total 36893523135430656000 keys in 720 seconds: ~51 Pkeys/s (51241004354764800 keys/s)EndYour precious key is not in this public key range. Provide some more let's scan.We will hit the key soon and share some funds too.","June 13, 2023, 09:26:04 AM",bestie1549,75,5
984,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: bestie1549 on June 13, 2023, 09:26:04 AMQuote from: kalos15btc on June 12, 2023, 07:22:26 PMi found this address in substraction of 12513zb1hQ664XDDhM2LkWLLa23cdbhHwya7c # 19....................hash 160 : 20d45a6a51bc082aeb4d344be937b1bd4ea1f238am i close if i search in the range 66  cuz the address looks like its in that range it starts with same 7 digits with 66 puzzle and same 8 first digits of hash160...02c0643bd28d11d650b24dae3143b1d3578e6a3597a9395f43c25ead8ed2a9298fwho can scan in kangaroo 66 bits in 5 min or less ? if you find this address we will split the 12 btc , of course if it is in that range im not sure im asking you guys ? └─$ ./keyhunt -m bsgs -f tests/testpubkey.txt -k 1500 -S -t 10 -b 66 Version 0.2.230519 Satoshi Quest (legacy), developed by AlbertoBSD K factor 1500 Threads : 10 Mode BSGS sequential Opening file tests/testpubkey.txt Added 1 points from file Bit Range 66 -- from : 0x20000000000000000 -- to   : 0x40000000000000000 N = 0xfffb4000000 Bloom filter for 6291456000 elements : 21566.38 MB Bloom filter for 196608000 elements : 673.95 MB Bloom filter for 6144000 elements : 21.06 MB Allocating 93.00 MB for 6144000 bP Points processing 6291456000/6291456000 bP points : 100%      Making checkums .. ... done Sorting 6144000 elements... Done! Writing bloom filter to file keyhunt_bsgs_4_6291456000.blm .... Done! Writing bloom filter to file keyhunt_bsgs_6_196608000.blm .... Done! Writing bP Table to file keyhunt_bsgs_2_6144000.tbl .. Done! Writing bloom filter to file keyhunt_bsgs_7_6144000.blm .... Done! Total 36893523135430656000 keys in 720 seconds: ~51 Pkeys/s (51241004354764800 keys/s)EndYour precious key is not in this public key range. Provide some more let's scan.We will hit the key soon and share some funds too.thank you for your try bro,, if i found another  anything special ill share, thanks again","June 13, 2023, 10:16:17 AM",kalos15btc,50,1
985,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: bestie1549 on June 13, 2023, 09:26:04 AM└─$ ./keyhunt -m bsgs -f tests/testpubkey.txt -k 1500 -S -t 10 -b 66 Version 0.2.230519 Satoshi Quest (legacy), developed by AlbertoBSD K factor 1500 Threads : 10 Mode BSGS sequential Opening file tests/testpubkey.txt Added 1 points from file Bit Range 66 -- from : 0x20000000000000000 -- to   : 0x40000000000000000 N = 0xfffb4000000 Bloom filter for 6291456000 elements : 21566.38 MB Bloom filter for 196608000 elements : 673.95 MB Bloom filter for 6144000 elements : 21.06 MB Allocating 93.00 MB for 6144000 bP Points processing 6291456000/6291456000 bP points : 100%      Making checkums .. ... done Sorting 6144000 elements... Done! Writing bloom filter to file keyhunt_bsgs_4_6291456000.blm .... Done! Writing bloom filter to file keyhunt_bsgs_6_196608000.blm .... Done! Writing bP Table to file keyhunt_bsgs_2_6144000.tbl .. Done! Writing bloom filter to file keyhunt_bsgs_7_6144000.blm .... Done! Total 36893523135430656000 keys in 720 seconds: ~51 Pkeys/s (51241004354764800 keys/s)EndYour precious key is not in this public key range. Provide some more let's scan.We will hit the key soon and share some funds too.So you used around 20GB of RAM  for this scan or am I reading it wrong? I wouldn't waste my time with findings based on similarity of addresses, just because a public key has a somewhat similar address to another key which we know is in 66 bit range doesn't mean the key of that address is in the same bit range.  There could be billions of such addresses in 2^255+ range, should you go and search there if we find a look a like address in those ranges?If solving a puzzle was that easy by just comparing addresses with each other!!! More equipped people would have taken the coins long ago.  Actually lowering the bit range down to 66 bit is as difficult as solving DLP.Though if you have spare resources, I could ask to go for a certain key whenever I am sure about it's exact range.😉","June 13, 2023, 08:51:18 PM",digaran,1330,899
986,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: digaran on June 12, 2023, 08:31:14 AMNew information, investigate it to find #125, God willing.Subtract this from #125 (you should convert it to whatever your calculator accepts, note, if #125 public key is e.g. 125 and the below key is 5, I don't mean to subtract 5 from 125, that could result invalid public key, so do subtract the public key of the key I gave you from #125 public key)000000000000000000000000000000000cfbcda3ac10c9714fbcda3ac10c9700Then tell me what you see.Is this what you see?0229ec62f37968906686bfad34ad5fdd9008fe187d868c0c4f9de1055b3062f00eNow Subtract this from 2^125000000000000000000000000000000000cfbcda3ac10c9714fbcda3ac10c9700Is this what you see?000000000000000000000000000000001304325c53ef368eb04325c53ef36900The relation of above keys with #125 is the same relation of #125 and 2^125.If you managed to solve #125, I'd like half of it, thanks.😉If I subtract 000000000000000000000000000000000cfbcda3ac10c9714fbcda3ac10c9700 (in decimal = 17258173322322186415406806422000539392) from #125 (pubkey = 0233709eb11e0d4439a729f21c2c443dedb727528229713f0065721ba8fa46f00e)then the result I get is:0329ec62f37968906686bfad34ad5fdd9008fe187d868c0c4f9de1055b3062f00edid you come up with:0229ec62f37968906686bfad34ad5fdd9008fe187d868c0c4f9de1055b3062f00eand then what are you subtracting cfbcda3ac10c9714fbcda3ac10c9700 from in your second comment? from 2^125, as in 1fffffffffffffffffffffffffffffff or some other number in hex?","June 14, 2023, 01:40:35 AM",WanderingPhilospher,1022,217
987,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: WanderingPhilospher on June 14, 2023, 01:40:35 AMQuote from: digaran on June 12, 2023, 08:31:14 AMNew information, investigate it to find #125, God willing.Subtract this from #125 (you should convert it to whatever your calculator accepts, note, if #125 public key is e.g. 125 and the below key is 5, I don't mean to subtract 5 from 125, that could result invalid public key, so do subtract the public key of the key I gave you from #125 public key)000000000000000000000000000000000cfbcda3ac10c9714fbcda3ac10c9700Then tell me what you see.Is this what you see?0229ec62f37968906686bfad34ad5fdd9008fe187d868c0c4f9de1055b3062f00eNow Subtract this from 2^125000000000000000000000000000000000cfbcda3ac10c9714fbcda3ac10c9700Is this what you see?000000000000000000000000000000001304325c53ef368eb04325c53ef36900The relation of above keys with #125 is the same relation of #125 and 2^125.If you managed to solve #125, I'd like half of it, thanks.😉If I subtract 000000000000000000000000000000000cfbcda3ac10c9714fbcda3ac10c9700 (in decimal = 17258173322322186415406806422000539392) from #125 (pubkey = 0233709eb11e0d4439a729f21c2c443dedb727528229713f0065721ba8fa46f00e)then the result I get is:0329ec62f37968906686bfad34ad5fdd9008fe187d868c0c4f9de1055b3062f00edid you come up with:0229ec62f37968906686bfad34ad5fdd9008fe187d868c0c4f9de1055b3062f00eand then what are you subtracting cfbcda3ac10c9714fbcda3ac10c9700 from in your second comment? from 2^125, as in 1fffffffffffffffffffffffffffffff or some other number in hex?This is 2^125-1= 1fffffffffffffffffffffffffffffff you just need to add 1 to it. I didn't have  thiscfbcda3ac10c9714fbcda3ac10c9700I just used the distance key between #125 and 2^125  aka  0286936a275e6d53bb2b2718c93d8a5aa44f371f6e0300abb73b89dd851d2fbe88As my target and got this0229ec62f37968906686bfad34ad5fdd9008fe187d868c0c4f9de1055b3062f00eThen I did some subtractions to reach this  cfbcda3ac10c9714fbcda3ac10c9700Those keys above are closer to #125 more than you think.If we take 2^125 as number 20, I believe this key0286936a275e6d53bb2b2718c93d8a5aa44f371f6e0300abb73b89dd851d2fbe88Is somewhere around 5 and 6. I hope it helps you. I have been trying to find a way to force be88 and #125 to show up with anything other than  20000000000000000000000000000000  aka true 2^125. But instead I got a #125 counterpart ( look alike).😅","June 14, 2023, 08:20:58 AM",digaran,1330,899
988,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,You guys need to stop subtracting and adding.You are guys doing nothing but making the actual puzzle more complicated. You will most probably end on a valid public key that doesn't even exists in the whole range of #125. So it will not help.,"June 14, 2023, 12:31:26 PM",GR Sasa,177,14
989,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: GR Sasa on June 14, 2023, 12:31:26 PMYou guys need to stop subtracting and adding.You are guys doing nothing but making the actual puzzle more complicated. You will most probably end on a valid public key that doesn't even exists in the whole range of #125. So it will not help.I actually thought I could see a pattern in binary for a few days. Turns out my eyes were playing tricks with math. They appear random.Best bet here is with the -R flag until I think of something else. That and increase RAM, reason to spend $ the better half cant know about.","June 14, 2023, 07:15:19 PM",MrlostinBTC,44,29
990,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: MrlostinBTC on June 14, 2023, 07:15:19 PMQuote from: GR Sasa on June 14, 2023, 12:31:26 PMYou guys need to stop subtracting and adding.You are guys doing nothing but making the actual puzzle more complicated. You will most probably end on a valid public key that doesn't even exists in the whole range of #125. So it will not help.I actually thought I could see a pattern in binary for a few days. Turns out my eyes were playing tricks with math. They appear random.Best bet here is with the -R flag until I think of something else. That and increase RAM, reason to spend $ the better half cant know about.What do you mean the other half?  Of course spending money will do the trick of solving some of the puzzles, but as I said before, using high end hardware+ a lot of money to solve any of the puzzles is for dumb pussies, they wouldn't know any other way than spending cash to solve any problem they face.  Solving a puzzle by using the power of human mind is the ultimate honour one can achieve concerning this challenge.And I don't know why so many people think that everything is in binaries, don't you know binary is the dictionary/vocabulary/language of computers? And math is the language of the universe and order, we humans do better with the things that were here before we existed, but trying to work with the things we created? Not a good idea, not only we can't learn anything from them, we'd become more dumb as many studies prove that human race is becoming dumber due to the excessive use of technology, lol.  Imagine 50 years from now asking a 15 years old  what is 25 + 4? You would definitely see him reaching for his phone to use a calculator!Good luck with -R flag, I assume that's  for random, only if people really knew how big a number like 2^125 is.😉","June 14, 2023, 07:33:11 PM",digaran,1330,899
991,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: digaran on June 14, 2023, 07:33:11 PM...I like your ideas from this thread.Don't understand them well however.But I support your thinking here.","June 14, 2023, 10:03:11 PM",pbies,243,126
992,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: pbies on June 14, 2023, 10:03:11 PMQuote from: digaran on June 14, 2023, 07:33:11 PM...I like your ideas from this thread.Don't understand them well however.But I support your thinking here.Thanks, please do tell what you don't understand, I also need to go over stuff a few times to actually realize my mistakes and find inspiration, sometimes when I talk about something with someone, I'd suddenly realize something new.I will do my best if I can to explain anything which is unclear for you.","June 14, 2023, 10:28:23 PM",digaran,1330,899
993,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,2^125 is big number.I have a better chance then you do with more computations. Even if its centuries^millenia  vs millenia^millenia   There is no reason to call people p*******. Besides it being my favorite thing in the world. Unkind.If you have any computations I would be willing to run a few here and there for you. They can be my Random or your random search. Odds will be the same IMO.No need to be nasty. Have a pleasant day. ,"June 14, 2023, 11:58:04 PM",MrlostinBTC,44,29
994,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"By the end of the day, all that matters is the prize. Whether you use -R or mathematics. your target is the prize. Do whatever you have to do to get the prize. Please don't forget to drop your closest calculations to the range of the puzzle. I'm always available for us to share some funds.","June 15, 2023, 03:58:45 PM",bestie1549,75,5
995,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"I have a question, is it even possible to brute force a key  like puzzle #121? If it's possible I wonder what would be the cost?And if the cost is more than the prize, no use, if the cost is less than the prize, again no use or purpose for designing this puzzle.Think about it, revealing the exact range of every puzzle in order to see if people could brute force them while either the cost is more than the prize or less,  this doesn't make any sense and has no reasonable purpose honestly.It wouldn't even prove anything, because it's obvious brute forcing keys especially 256 bit keys without known public key is impossible even if you know the estimated range as this challenge is the evidence.So in my opinion working on any puzzle is a waste of time and effort if the prize is less than the cost, having a bigger prize than the cost of solving a key is also nonsense, because what? I have enough money and could use GPUs to solve a puzzle in order to earn something more than I have spent? And if I have the money and calculate the cost to see it's not worth it, I would never attempt to solve a puzzle.I think @Satoshi, or the actual designer of this puzzle should rethink and revise the purpose of this challenge.Imagine even if the whole world wanted to brute force a 256 bit key, they'd have to guess the range blindly and keep searching forever.It would be nice to have unsolved puzzles above #67 moved to higher bit ranges with their public keys exposed, because I don't think there is any shortcut to solve a  key with no known public key other than brute forcing sequentially, though having a public key is at least something we could work with and improve on existing tools.No public key = waste of time.","June 17, 2023, 12:29:18 PM",digaran,1330,899
996,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,I have other question. I want for fun reduce puzzle key #125 to total of 100 bits. Can anyone tell me the steps? AND tell me if this is actually possible? lol.. I know i will land on tons new pub keys but is there a program that reduce bits ?,"June 17, 2023, 12:50:46 PM",GR Sasa,177,14
997,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: GR Sasa on June 17, 2023, 12:50:46 PMI have other question. I want for fun reduce puzzle key #125 to total of 100 bits. Can anyone tell me the steps? AND tell me if this is actually possible? lol.. I know i will land on tons new pub keys but is there a program that reduce bits ?  you can try fraction-bsgs or fraction-kangaroo it do what you need.Step1 substruct range begin from public keyStep2 devide G by 2^24, it will be fractionStep3 devide public key by 2^24, it was first public key to serach in range 1.. 2^100Step4 substuct fraction from first public key , it wil be second public key to searchStep5 substruct fraction from second public key.......In simple numbers how it work. For ex. our desired key is 379 that lie in range 2^9We want search in range 2^6=64,  divisor is 2^3=8Devide 379/8 = 47,375fraction = 1/8 = 0,125Stage 0 search 47,375 in range 2^6 => result negativeStage 1 subtract from it 0,125 => 47.25, search  in range 2^6 => result negative.Stage 2 subtract from it 0,125 => 47.125, search  in range 2^6 => result negative.Stage 3 subtract from it 0,125 => 47, search  in range 2^6 => result positive.So now we need multiply 47 by divisor 2^3=8 = 376 and add stage number =>376 +3 = 379Desired key 379 founded in 3 stage of 8From myself that if you are not lucky, then this is a bad idea, very bad idea.With kangaroo puzzle#125 need +/- 2^63 op.With division you will have 2^24 public keys with search range 2^100 that need 2^51 op (maxstep 2) for every pub.Total 2^24*2^51=2^75 op  and this is not a guarantee that the key will be found due to maxstep.","June 17, 2023, 02:56:23 PMLast edit: June 17, 2023, 05:17:04 PM by Etar",Etar,616,312
998,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: GR Sasa on June 17, 2023, 12:50:46 PMI have other question. I want for fun reduce puzzle key #125 to total of 100 bits. Can anyone tell me the steps? AND tell me if this is actually possible? lol.. I know i will land on tons new pub keys but is there a program that reduce bits ?yes and with easy stepshttps://github.com/WanderingPhilosopher/Windows-KeySubtractor","June 17, 2023, 07:48:41 PM",kalos15btc,50,1
999,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"Quote from: Etar on June 17, 2023, 02:56:23 PM  you can try fraction-bsgs or fraction-kangaroo it do what you need.Step1 substruct range begin from public keyStep2 devide G by 2^24, it will be fractionStep3 devide public key by 2^24, it was first public key to serach in range 1.. 2^100Step4 substuct fraction from first public key , it wil be second public key to searchStep5 substruct fraction from second public key.......In simple numbers how it work. For ex. our desired key is 379 that lie in range 2^9We want search in range 2^6=64,  divisor is 2^3=8Devide 379/8 = 47,375fraction = 1/8 = 0,125Stage 0 search 47,375 in range 2^6 => result negativeStage 1 subtract from it 0,125 => 47.25, search  in range 2^6 => result negative.Stage 2 subtract from it 0,125 => 47.125, search  in range 2^6 => result negative.Stage 3 subtract from it 0,125 => 47, search  in range 2^6 => result positive.So now we need multiply 47 by divisor 2^3=8 = 376 and add stage number =>376 +3 = 379Desired key 379 founded in 3 stage of 8From myself that if you are not lucky, then this is a bad idea, very bad idea.With kangaroo puzzle#125 need +/- 2^63 op.With division you will have 2^24 public keys with search range 2^100 that need 2^51 op (maxstep 2) for every pub.Total 2^24*2^51=2^75 op  and this is not a guarantee that the key will be found due to maxstep.It seems you know how to sing a lullaby, yet you can't sleep yourself. 😉Only if it was so easy, though what could be faster than dividing or finding a divisor, is to figure out what comes after 1 for #125, I have worked on this for 2 months now, God willing if my calculations are correct, then I am 98% certain what comes next.If finding a single character of a low range key is so hard, imagine higher bit range keys, so I was wondering, now that I have managed to drop 2 digits from 32 digits of #125, how long would it take for kangaroo/BSGS to search in this new range which is a few times greater than 2^120? ","June 17, 2023, 07:56:18 PM",digaran,1330,899
1000,== Bitcoin challenge transaction: ~1000 BTC total bounty to solvers! ==UPDATED==,966,45795,"If there is a need to look for alot of different public keys in the same search range using kangaroo,then you can make your work faster.For example, our search range is 74 bits 0x4000000000000000000:0x7ffffffffffffffffffFirst we need to prepare a working file. To do this, you need to run a kangaroo in this range with -w, and some public key that is definitely not in this range.This is necessary in order to get enough tame kangaroos.For 74 bit expected operations: 2^38.47 with DP16 it is 2^22.47 DPs and we need compute at least 3 times more kangaroos around 2^24.1 DPs.Then we need remove wild kangaroos from working file. Our file wil contain around 2^23.05 tame kangaroos that is randomly distributed and continue their path.After working file ready we must change the public key in the this file to the one of interest.Also we need a version of kangaroo that produce only wild kangaroo, we don't need new tame kangaroo anymore.Don`t forget that we need change the public key in the working file every time when change interest.So every time we start with the same working file that contain only tame kangaroos but with changed public key in file.And kangaroo programm got job from this working file.For testing i a use randomly generated public keys in range 2^74, some are very close to the beginning, some near the end.Here is result:Expected operations: 2^38.47Code:[728.59 MK/s][GPU 728.59 MK/s][Count 2^37.44][Dead 2][04:49 (Avg 08:41)][347.2/440.5MB]Key# 0 [1S]Pub:  0x03B043758AC54072BB816BDE28ECF833560D85286E1D86A3CD365C76882A8C87C6       Priv: 0x402E66057958F4E9E0E       [727.18 MK/s][GPU 727.18 MK/s][Count 2^37.41][Dead 0][04:43 (Avg 08:42)][345.2/438.0MB]Key# 0 [1S]Pub:  0x02633305FFE6B6238982F24044C864479C8A7DCFF444D7B9446732617F888D788B       Priv: 0x414C10C6D7D89F38873       [730.19 MK/s][GPU 730.19 MK/s][Count 2^36.35][Dead 0][02:15 (Avg 08:40)][300.8/382.5MB]Key# 0 [1S]Pub:  0x026ACEBA7AD37487DFAF24CAFE4302B379C3688ACA7CF332DC0FFB9050EA72F27F       Priv: 0x46D59B75FE1AD6FCBB3       [749.64 MK/s][GPU 749.64 MK/s][Count 2^34.70][Dead 0][42s (Avg 08:26)][273.1/347.9MB]Key# 0 [1S]Pub:  0x036E152745E2CB09DDA8F0E8FE5E6939111F751895E5E222EF50E25361E4751702       Priv: 0x49CA4F75FC4DD4A0E98[736.65 MK/s][GPU 736.65 MK/s][Count 2^36.19][Dead 0][02:01 (Avg 08:35)][296.6/377.3MB]Key# 0 [1S]Pub:  0x02AE1FDEF6FB06E68EAAC3E0342A65E37ADDE369AD82B2C5B41AAE488A6C30BB48       Priv: 0x539F9F353128FA9E829       [730.97 MK/s][GPU 730.97 MK/s][Count 2^36.92][Dead 0][03:20 (Avg 08:39)][320.5/407.2MB]Key# 0 [1S]Pub:  0x022E7A857A9891F872A4610396FCAE10AC638B0D89D588B127A3C1423DA41174EF       Priv: 0x554AEDB740506B9EFD1       [729.24 MK/s][GPU 729.24 MK/s][Count 2^37.33][Dead 0][04:27 (Avg 08:40)][340.6/432.2MB]Key# 0 [1S]Pub:  0x027BBD8C6F41B43046A3E128037326EEC9807EC767C20E9529CD51034B5361963E       Priv: 0x6BDFFBDB6411F328BB9[738.33 MK/s][GPU 738.33 MK/s][Count 2^34.87][Dead 0][48s (Avg 08:34)][274.7/349.9MB]Key# 0 [1S]Pub:  0x020DFBA9B7C4D7A53A6EE985AB11ACC06BEACC47EBC53D0751B455323F21CBD1B6       Priv: 0x6D9D613445EFF402945[741.74 MK/s][GPU 741.74 MK/s][Count 2^36.69][Dead 1][02:50 (Avg 08:32)][311.9/396.4MB]Key# 0 [1S]Pub:  0x022FCF70783B01AE1EDDE1CAD273926E089D65CDC4D1510A5C642D9E10A527743F       Priv: 0x71C02F72D735ABC20C9       [733.28 MK/s][GPU 733.28 MK/s][Count 2^35.80][Dead 0][01:33 (Avg 08:38)][288.1/366.6MB]Key# 0 [1S]Pub:  0x026893801A8A18773DEC6C166C8E9081B09FB6B724F8D3B9825E5C20EDEA9085D6       Priv: 0x7A54720FF5235105605[722.31 MK/s][GPU 722.31 MK/s][Count 2^36.94][Dead 0][03:26 (Avg 08:45)][321.7/408.6MB]Key# 0 [1S]Pub:  0x03150058CFFA65835192FBC8076C40377355189A810D04150882578E55FEB50672       Priv: 0x7DBA59C1B7ACF79825E       As you can see all time we do not reach even expected operations/2We do not count tame kangaroos that were produced once at the beginning.","June 20, 2023, 10:17:23 AM",Etar,616,312
